linenumber,VentureID,typeofcashflow,specification,value,meansofpaymentreturn,intermediarytradingoperation,hypothesis,dateoftransaction,timing,currency,remarks
1313,DR121,Expenditure,Insurance,572,,0,INV,,Outfitting,Pound sterling,
1314,DR121,Expenditure,Ship Out,981,,0,VSDO,,Outfitting,Pound sterling,
1315,DR122,Expenditure,Outfit and cargo,5500,,0,,,Outfitting,Pound sterling,
1316,DR122,Expenditure,Insurance,605,,0,INV,,Outfitting,Pound sterling,
1317,DR122,Expenditure,Ship Out,1038,,0,VSDO,,Outfitting,Pound sterling,
1318,DR123,Expenditure,Outfit and cargo,4000,,0,,,Outfitting,Pound sterling,
1319,DR123,Expenditure,Insurance,440,,0,INV,,Outfitting,Pound sterling,
1320,DR123,Expenditure,Ship Out,755,,0,VSDO,,Outfitting,Pound sterling,
1321,DR124,Expenditure,Outfit and cargo,5400,,0,,,Outfitting,Pound sterling,
1322,DR124,Expenditure,Insurance,594,,0,INV,,Outfitting,Pound sterling,
1323,DR124,Expenditure,Ship Out,1019,,0,VSDO,,Outfitting,Pound sterling,
1324,DR125,Expenditure,Outfit and cargo,6300,,0,,,Outfitting,Pound sterling,
1325,DR125,Expenditure,Insurance,693,,0,INV,,Outfitting,Pound sterling,
1326,DR125,Expenditure,Ship Out,1189,,0,VSDO,,Outfitting,Pound sterling,
1327,DR126,Expenditure,Outfit and cargo,5000,,0,,,Outfitting,Pound sterling,
1328,DR126,Expenditure,Insurance,550,,0,INV,,Outfitting,Pound sterling,
1329,DR126,Expenditure,Ship Out,944,,0,VSDO,,Outfitting,Pound sterling,
1330,DR127,Expenditure,Outfit and cargo,7000,,0,,,Outfitting,Pound sterling,
1331,DR127,Expenditure,Insurance,770,,0,INV,,Outfitting,Pound sterling,
1332,DR127,Expenditure,Ship Out,1321,,0,VSDO,,Outfitting,Pound sterling,
1333,DR128,Expenditure,Outfit and cargo,4600,,0,,,Outfitting,Pound sterling,
1334,DR128,Expenditure,Insurance,506,,0,INV,,Outfitting,Pound sterling,
1335,DR128,Expenditure,Ship Out,868,,0,VSDO,,Outfitting,Pound sterling,
1336,DR129,Expenditure,Outfit and cargo,5600,,0,,,Outfitting,Pound sterling,
1337,DR129,Expenditure,Insurance,616,,0,INV,,Outfitting,Pound sterling,
1338,DR129,Expenditure,Ship Out,1057,,0,VSDO,,Outfitting,Pound sterling,
1339,DR130,Expenditure,Outfit and cargo,4900,,0,,,Outfitting,Pound sterling,
1340,DR130,Expenditure,Insurance,539,,0,INV,,Outfitting,Pound sterling,
1341,DR130,Expenditure,Ship Out,925,,0,VSDO,,Outfitting,Pound sterling,
1342,DR131,Expenditure,Outfit and cargo,3600,,0,,,Outfitting,Pound sterling,
1343,DR131,Expenditure,Insurance,396,,0,INV,,Outfitting,Pound sterling,
1344,DR131,Expenditure,Ship Out,679,,0,VSDO,,Outfitting,Pound sterling,
1345,DR132,Expenditure,Outfit and cargo,2800,,0,,,Outfitting,Pound sterling,
1346,DR132,Expenditure,Insurance,308,,0,INV,,Outfitting,Pound sterling,
1347,DR132,Expenditure,Ship Out,528,,0,VSDO,,Outfitting,Pound sterling,
1348,DR133,Expenditure,Outfit and cargo,4900,,0,,,Outfitting,Pound sterling,
1349,DR133,Expenditure,Insurance,539,,0,INV,,Outfitting,Pound sterling,
1350,DR133,Expenditure,Ship Out,925,,0,VSDO,,Outfitting,Pound sterling,
1351,DR134,Expenditure,Outfit and cargo,5700,,0,,,Outfitting,Pound sterling,
1352,DR134,Expenditure,Insurance,627,,0,INV,,Outfitting,Pound sterling,
1353,DR134,Expenditure,Ship Out,1076,,0,VSDO,,Outfitting,Pound sterling,
1354,DR135,Expenditure,Outfit and cargo,5700,,0,,,Outfitting,Pound sterling,
1355,DR135,Expenditure,Insurance,627,,0,INV,,Outfitting,Pound sterling,
1356,DR135,Expenditure,Ship Out,1076,,0,VSDO,,Outfitting,Pound sterling,
1357,DR136,Expenditure,Outfit and cargo,5000,,0,,,Outfitting,Pound sterling,
1358,DR136,Expenditure,Insurance,550,,0,INV,,Outfitting,Pound sterling,
1359,DR136,Expenditure,Ship Out,944,,0,VSDO,,Outfitting,Pound sterling,
1360,DR137,Expenditure,Outfit and cargo,4400,,0,,,Outfitting,Pound sterling,
1361,DR137,Expenditure,Insurance,484,,0,INV,,Outfitting,Pound sterling,
1362,DR137,Expenditure,Ship Out,830,,0,VSDO,,Outfitting,Pound sterling,
1363,DR138,Expenditure,Outfit and cargo,5200,,0,,,Outfitting,Pound sterling,
1364,DR138,Expenditure,Insurance,572,,0,INV,,Outfitting,Pound sterling,
1365,DR138,Expenditure,Ship Out,981,,0,VSDO,,Outfitting,Pound sterling,
1366,DR139,Expenditure,Outfit and cargo,6200,,0,,,Outfitting,Pound sterling,
1367,DR139,Expenditure,Insurance,682,,0,INV,,Outfitting,Pound sterling,
1368,DR139,Expenditure,Ship Out,1170,,0,VSDO,,Outfitting,Pound sterling,
1369,DR140,Expenditure,Outfit and cargo,7500,,0,,,Outfitting,Pound sterling,
1370,DR140,Expenditure,Insurance,825,,0,INV,,Outfitting,Pound sterling,
1371,DR140,Expenditure,Ship Out,1415,,0,VSDO,,Outfitting,Pound sterling,
1372,DR141,Expenditure,Outfit and cargo,4600,,0,,,Outfitting,Pound sterling,
1373,DR141,Expenditure,Insurance,506,,0,INV,,Outfitting,Pound sterling,
1374,DR141,Expenditure,Ship Out,868,,0,VSDO,,Outfitting,Pound sterling,
1375,DR142,Expenditure,Outfit and cargo,3400,,0,,,Outfitting,Pound sterling,
1376,DR142,Expenditure,Insurance,374,,0,INV,,Outfitting,Pound sterling,
1377,DR142,Expenditure,Ship Out,642,,0,VSDO,,Outfitting,Pound sterling,
1378,DR143,Expenditure,Outfit and cargo,4400,,0,,,Outfitting,Pound sterling,
1379,DR143,Expenditure,Insurance,484,,0,INV,,Outfitting,Pound sterling,
1380,DR143,Expenditure,Ship Out,830,,0,VSDO,,Outfitting,Pound sterling,
1381,DR144,Expenditure,Outfit and cargo,7000,,0,,,Outfitting,Pound sterling,
1382,DR144,Expenditure,Insurance,770,,0,INV,,Outfitting,Pound sterling,
1383,DR144,Expenditure,Ship Out,1321,,0,VSDO,,Outfitting,Pound sterling,
1384,DR145,Expenditure,Outfit and cargo,5400,,0,,,Outfitting,Pound sterling,
1385,DR145,Expenditure,Insurance,594,,0,INV,,Outfitting,Pound sterling,
1386,DR145,Expenditure,Ship Out,1019,,0,VSDO,,Outfitting,Pound sterling,
1387,DR146,Expenditure,Outfit and cargo,5700,,0,,,Outfitting,Pound sterling,
1388,DR146,Expenditure,Insurance,627,,0,INV,,Outfitting,Pound sterling,
1389,DR146,Expenditure,Ship Out,1076,,0,VSDO,,Outfitting,Pound sterling,
1390,DR147,Expenditure,Outfit and cargo,6200,,0,,,Outfitting,Pound sterling,
1391,DR147,Expenditure,Insurance,682,,0,INV,,Outfitting,Pound sterling,
1392,DR147,Expenditure,Ship Out,1170,,0,VSDO,,Outfitting,Pound sterling,
1393,DR148,Expenditure,Outfit,2083,,0,,,Outfitting,Pound sterling,
1394,DR148,Expenditure,Trade cargo costs,3818,,0,,,Outfitting,Pound sterling,
1395,DR148,Expenditure,Ship Out,2400,,0,,,Outfitting,Pound sterling,
1396,DR148,Expenditure,Insurance,2075,,0,INV,,Outfitting,Pound sterling,
1397,DR149,Expenditure,Total investments,1209,,0,,,Outfitting,Pound sterling,
1398,DR149,Expenditure,Insurance,133,,0,INT,,Outfitting,Pound sterling,
1399,DR149,Expenditure,Ship Out,228,,0,VSDT*VSDO,,Outfitting,Pound sterling,
1400,DR150,Expenditure,Outfit and cargo,2482,,0,,,Outfitting,Pound sterling,
1401,DR150,Expenditure,Insurance,273,,0,INV,,Outfitting,Pound sterling,
1402,DR150,Expenditure,Ship Out,468,,0,VSDO,,Outfitting,Pound sterling,
1403,DR151,Expenditure,Outfit,2853,,0,,,Outfitting,Pound sterling,
1404,DR151,Return,Bills of exchange,11525,,0,,,Return,Pound sterling,
1405,DR152,Return,Proceeds of slave sales,10640,,0,,,Return,Pound sterling,
1406,DR153,Return,Proceeds of slave sales,13003,,0,,,Return,Pound sterling,
1407,DR154,Return,Bills of exchange,1444,,0,,,Return,Pound sterling,
1408,DR155,Expenditure,Trade cargo costs,800,,0,,,Outfitting,Pound sterling,
1409,DR156,Return,Proceeds of slave sales,3958,,0,,,Return,Pound sterling,
1410,DR157,Return,Proceeds of slave sales,15000,,0,,,Return,Pound sterling,
1411,DR158,Expenditure,Outfitting and insurance,164,,0,,,Outfitting,Pound sterling,
1412,DR158,Return,Remittances,1762,,0,,,Return,Pound sterling,
1413,DR158,Expenditure,Inset charges,487,,0,,,Return,Pound sterling,
1414,DR159,Return,Bills of exchange,5740,,0,,,Return,Pound sterling,
1415,DR160,Expenditure,Outfit and cargo,811,,0,,,Outfitting,Pound sterling,
1416,DR160,Expenditure,Insurance,89,,0,INV,,Outfitting,Pound sterling,
1417,DR160,Expenditure,Ship Out,153,,0,VSDO,,Outfitting,Pound sterling,
1418,DR161,Expenditure,Trade cargo costs,2666,,0,,,Outfitting,Pound sterling,
1419,DR161,Return,Bills of exchange,3898,,0,,,Outfitting,Pound sterling,
1420,DR161,Return,Goods imported,1929,,0,,,Outfitting,Pound sterling,
1421,DR162,Expenditure,Trade cargo costs,9548,,0,,,Outfitting,Pound sterling,
1422,DR163,Return,Bills of exchange,3321,,0,,,Return,Pound sterling,
1423,DR163,Return,Goods imported,1085,,0,,,Return,Pound sterling,
1424,DR163,Expenditure,Inset charges,875,,0,,,Return,Pound sterling,
1425,DR164,Expenditure,Outfit and cargo,344,,0,,,Outfitting,Pound sterling,
1426,DR164,Expenditure,Ship Out,168,,0,,,Outfitting,Pound sterling,
1427,DR164,Expenditure,Insurance,38,,0,INV,,Outfitting,Pound sterling,
1428,DR165,Expenditure,Outfit,487,,0,,,Outfitting,Pound sterling,
1429,DR165,Expenditure,Ship Out,169,,0,,,Outfitting,Pound sterling,
1430,DR166,Expenditure,Total investments,955,,0,,,Outfitting,Pound sterling,
1431,DR166,Expenditure,Insurance,105,,0,INT,,Outfitting,Pound sterling,
1432,DR166,Expenditure,Ship Out,180,,0,VSDT*VSDO,,Outfitting,Pound sterling,
1433,DR167,Expenditure,Ship purchase,735,,0,,,Outfitting,Pound sterling,
1434,DR167,Expenditure,Outfitting,866,,0,,,Outfitting,Pound sterling,
1435,DR167,Expenditure,Outfitting,348,,0,,,Outfitting,Pound sterling,
1436,DR167,Expenditure,Trade cargo costs,2312,,0,,,Outfitting,Pound sterling,
1437,DR167,Expenditure,Insurance,469,,0,INV,,Outfitting,Pound sterling,
1438,DR168,Expenditure,Trade cargo costs,7754,,0,,,Outfitting,Pound sterling,
1439,DR168,Return,Bills of exchange,7934,,0,,,Return,Pound sterling,
1440,DR168,Expenditure,Inset charges,460,,0,,,Return,Pound sterling,
1441,DR168,Return,Ship in,1650,,0,,,Return,Pound sterling,
1442,DR169,Expenditure,Ship purchase,200,,0,,,Outfitting,Pound sterling,
1443,DR170,Expenditure,Trade cargo costs,4512,,0,,,Outfitting,Pound sterling,
1444,DR171,Expenditure,Ship purchase,1000,,0,,,Outfitting,Pound sterling,
1445,DR172,Expenditure,Trade cargo costs,7554,,0,,,Outfitting,Pound sterling,
1446,DR172,Expenditure,Outfit,3262,,0,,,Outfitting,Pound sterling,
1447,DR172,Expenditure,Insurance,1190,,0,INV,,Outfitting,Pound sterling,
1448,DR172,Expenditure,Ship Out,2041,,0,VSDO,,Outfitting,Pound sterling,
1449,DR173,Expenditure,Total investments,10651,,0,,,Outfitting,Pound sterling,
1450,DR173,Expenditure,Insurance,1172,,0,INT,,Outfitting,Pound sterling,
1451,DR173,Expenditure,Ship Out,2010,,0,VSDT*VSDO,,Outfitting,Pound sterling,
1452,DR174,Expenditure,Total investments,10670,,0,,,Outfitting,Pound sterling,
1453,DR174,Expenditure,Insurance,1174,,0,INT,,Outfitting,Pound sterling,
1454,DR174,Expenditure,Ship Out,2013,,0,VSDT*VSDO,,Outfitting,Pound sterling,
1455,DR175,Expenditure,Ship and outfit,715,,0,,,Outfitting,Pound sterling,
1456,DR176,Expenditure,Outfit,92,,0,,,Outfitting,Pound sterling,
1457,DR177,Expenditure,Total investments,5259,,0,,,Outfitting,Pound sterling,
1458,DR177,Expenditure,Insurance,578,,0,INT,,Outfitting,Pound sterling,
1459,DR177,Expenditure,Ship Out,992,,0,VSDT*VSDO,,Outfitting,Pound sterling,
1460,DR177,Return,Proceeds of slave sales,3197,,0,,,Return,Pound sterling,
1461,DR177,Return,Ship in,744,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
1462,DR178,Expenditure,Total investments,16120,,0,,,Outfitting,Pound sterling,
1463,DR178,Expenditure,Insurance,1773,,0,INT,,Outfitting,Pound sterling,
1464,DR178,Expenditure,Ship Out,3042,,0,VSDT*VSDO,,Outfitting,Pound sterling,
1465,DR179,Expenditure,Total investments,5313,,0,,,Outfitting,Pound sterling,
1466,DR179,Expenditure,Insurance,584,,0,INT,,Outfitting,Pound sterling,
1467,DR179,Expenditure,Ship Out,1003,,0,VSDT*VSDO,,Outfitting,Pound sterling,
1468,DR180,Expenditure,Total investments,19204,,0,,,Outfitting,Pound sterling,
1469,DR180,Expenditure,Insurance,2112,,0,INT,,Outfitting,Pound sterling,
1470,DR180,Expenditure,Ship Out,3624,,0,VSDT*VSDO,,Outfitting,Pound sterling,
1471,DR181,Expenditure,Total investments,8690,,0,,,Outfitting,Pound sterling,
1472,DR181,Expenditure,Insurance,956,,0,INT,,Outfitting,Pound sterling,
1473,DR181,Expenditure,Ship Out,1640,,0,VSDT*VSDO,,Outfitting,Pound sterling,
1474,DR182,Expenditure,Total investments,6824,,0,,,Outfitting,Pound sterling,
1475,DR182,Expenditure,Insurance,751,,0,INT,,Outfitting,Pound sterling,
1476,DR182,Expenditure,Ship Out,1288,,0,VSDT*VSDO,,Outfitting,Pound sterling,
1477,DR183,Expenditure,Total investments,7258,,0,,,Outfitting,Pound sterling,
1478,DR183,Expenditure,Insurance,798,,0,INT,,Outfitting,Pound sterling,
1479,DR183,Expenditure,Ship Out,1370,,0,VSDT*VSDO,,Outfitting,Pound sterling,
1480,DR184,Expenditure,Ship and outfit,163,,0,,,Outfitting,Pound sterling,
1481,DR185,Expenditure,Trade cargo costs,5804,,0,,,Outfitting,Pound sterling,
1482,DR186,Expenditure,Ship and outbound cargo,8000,,0,,,Outfitting,Pound sterling,
1483,DR186,Expenditure,Insurance,320,,0,,1722-09-13,Outfitting,Pound sterling,
1484,DR187,Expenditure,Ship and outbound cargo,6500,,0,,,Outfitting,Pound sterling,
1485,DR187,Expenditure,Insurance,422.5,,0,,1724-12-04,Outfitting,Pound sterling,
1486,DR188,Expenditure,Ship and outbound cargo,4500,,0,,,Outfitting,Pound sterling,
1487,DR188,Expenditure,Insurance,382.5,,0,,1724-12-04,Outfitting,Pound sterling,
1488,DR189,Expenditure,Ship and outbound cargo,3500,,0,,,Outfitting,Pound sterling,
1489,DR189,Expenditure,Insurance,385,,0,INT,,Outfitting,Pound sterling,
1490,DR190,Expenditure,Ship and outbound cargo,5000,,0,,,Outfitting,Pound sterling,
1491,DR190,Expenditure,Insurance,550,,0,INT,,Outfitting,Pound sterling,
1492,DR191,Expenditure,Ship and outbound cargo,10000,,0,,,Outfitting,Pound sterling,
1493,DR191,Expenditure,Insurance,1100,,0,INT,,Outfitting,Pound sterling,
1494,DR192,Expenditure,Ship and outbound cargo,10000,,0,,,Outfitting,Pound sterling,
1495,DR192,Expenditure,Insurance,1100,,0,INT,,Outfitting,Pound sterling,
1496,DR193,Expenditure,Ship and outbound cargo,9000,,0,,,Outfitting,Pound sterling,
1497,DR193,Expenditure,Insurance,990,,0,INT,,Outfitting,Pound sterling,
1498,DR194,Expenditure,Ship and outbound cargo,2500,,0,,,Outfitting,Pound sterling,
1499,DR195,Expenditure,Ship and outbound cargo,6500,,0,,,Outfitting,Pound sterling,
1500,DR195,Expenditure,Insurance,715,,0,INT,,Outfitting,Pound sterling,
1501,DR196,Expenditure,Ship and outbound cargo,1600,,0,,,Outfitting,Pound sterling,
1502,DR196,Expenditure,Insurance,176,,0,INT,,Outfitting,Pound sterling,
1503,DR197,Expenditure,Ship and outbound cargo,7000,,0,,,Outfitting,Pound sterling,
1504,DR197,Expenditure,Insurance,770,,0,INT,,Outfitting,Pound sterling,
1505,DR198,Expenditure,Ship and outbound cargo,4000,,0,,,Outfitting,Pound sterling,
1506,DR198,Expenditure,Insurance,440,,0,INT,,Outfitting,Pound sterling,
1507,DR199,Expenditure,Ship and outbound cargo,6000,,0,,,Outfitting,Pound sterling,
1508,DR199,Expenditure,Insurance,660,,0,INT,,Outfitting,Pound sterling,
1509,DR200,Expenditure,Ship and outbound cargo,6000,,0,,,Outfitting,Pound sterling,
1510,DR200,Expenditure,Insurance,660,,0,INT,,Outfitting,Pound sterling,
1511,DR201,Expenditure,Ship and outbound cargo,10000,,0,,,Outfitting,Pound sterling,
1512,DR201,Expenditure,Insurance,1100,,0,INT,,Outfitting,Pound sterling,
1513,DR202,Expenditure,Ship and outbound cargo,9000,,0,,,Outfitting,Pound sterling,
1514,DR202,Expenditure,Insurance,990,,0,INT,,Outfitting,Pound sterling,
1515,DR203,Expenditure,Ship and outbound cargo,4500,,0,,,Outfitting,Pound sterling,
1516,DR203,Expenditure,Insurance,495,,0,INT,,Outfitting,Pound sterling,
1517,DR204,Expenditure,Outbound cargo,2380,,0,,,Outfitting,Pound sterling,
1518,DR205,Expenditure,Ship,800,,0,,,Outfitting,Pound sterling,
1519,DR206,Expenditure,Ship and outbound cargo,10000,,0,,,Outfitting,Pound sterling,
1520,DR206,Expenditure,Insurance,1100,,0,INT,,Outfitting,Pound sterling,
1521,DR207,Expenditure,Ship and outbound cargo,12000,,0,,,Outfitting,Pound sterling,
1522,DR207,Expenditure,Insurance,240,,0,,,Outfitting,Pound sterling,
1523,DR208,Expenditure,Ship and outbound cargo,12000,,0,,,Outfitting,Pound sterling,
1524,DR208,Expenditure,Insurance,1320,,0,INT,,Outfitting,Pound sterling,
1525,DR209,Expenditure,Ship,185,,0,,,Outfitting,Pound sterling,
1526,DR210,Expenditure,Ship and outbound cargo,10000,,0,,,Outfitting,Pound sterling,
1527,DR210,Expenditure,Insurance,1100,,0,INT,,Outfitting,Pound sterling,
1528,DR211,Expenditure,Ship and outbound cargo,4000,,0,,,Outfitting,Pound sterling,
1529,DR211,Expenditure,Insurance,400,,0,INT,,Outfitting,Pound sterling,
1530,DR212,Expenditure,Ship and outbound cargo,10000,,0,,,Outfitting,Pound sterling,
1531,DR212,Expenditure,Insurance,1100,,0,INT,,Outfitting,Pound sterling,
